,n_cluster2,n_cluster3,n_cluster4,n_cluster5,n_cluster6,n_cluster7,n_cluster8,n_cluster9,n_cluster10,n_cluster11,n_cluster12,n_cluster13,n_cluster14,n_cluster15,n_cluster16,n_cluster17,n_cluster18,n_cluster19,n_cluster20
2985,1,1,2,2,5,0,0,2,1,4,5,10,9,13,9,6,1,6,3
2986,1,1,2,2,5,4,3,1,1,4,5,10,9,13,9,6,1,6,3
2987,0,0,0,4,4,6,6,6,6,3,8,9,4,9,7,15,0,8,1
2988,0,0,0,4,4,6,6,6,6,3,8,9,4,9,7,15,0,8,1
2989,1,1,2,2,3,1,2,0,0,2,7,7,2,10,6,13,12,14,18
2990,0,0,3,1,3,1,2,0,0,8,3,0,11,14,15,9,9,3,16
2991,1,1,1,0,1,3,5,5,5,9,9,3,0,3,3,1,16,4,0
2992,0,0,3,1,0,5,1,3,3,1,2,12,1,2,0,5,11,10,6
2993,1,1,1,0,1,4,3,1,8,0,4,4,5,5,4,8,2,16,8
2994,1,0,2,2,3,1,2,0,0,2,7,2,7,8,13,0,10,13,10
2995,1,1,1,0,1,3,5,5,5,9,9,3,0,3,8,11,16,17,4
2996,1,1,2,2,5,0,0,2,1,4,5,10,9,13,9,6,1,6,3
2997,0,2,3,3,2,2,4,8,2,7,6,6,3,4,5,3,6,2,16
2998,1,1,2,2,5,0,0,2,1,4,5,10,9,13,9,6,1,6,3
2999,1,1,1,0,1,3,5,5,5,9,9,3,0,3,8,16,16,15,4
3000,0,0,3,1,0,5,1,3,3,1,3,0,11,14,15,9,11,5,6
3001,0,0,0,4,4,6,6,6,6,3,8,9,4,14,15,9,9,5,9
3002,0,2,3,3,2,2,4,8,2,7,6,6,13,1,10,14,6,2,16
3003,1,1,2,2,5,0,0,2,1,4,5,10,9,13,1,6,1,18,3
3004,0,0,0,4,4,6,6,6,6,3,8,9,4,9,7,15,0,8,1
3005,1,1,2,3,2,2,4,4,7,5,1,1,3,4,5,3,17,7,13
3006,1,1,1,0,1,4,3,1,8,0,4,4,5,5,8,16,8,15,4
3007,1,1,1,0,1,3,5,5,5,9,9,3,0,3,3,1,16,4,0
3008,1,1,1,0,1,2,4,4,7,5,1,1,3,4,5,11,2,17,13
3009,1,2,1,3,2,2,4,8,2,7,6,6,5,5,4,8,2,16,8
3010,1,1,2,2,5,0,0,2,4,6,11,5,12,0,14,7,14,18,5
3011,0,0,0,4,4,6,6,6,6,8,0,8,6,12,2,2,5,0,14
3012,0,0,0,4,4,6,6,6,6,8,0,8,6,12,2,2,5,0,14
3013,1,1,1,2,5,0,0,2,1,4,5,10,9,13,9,6,1,6,3
3014,1,1,2,2,3,1,2,0,0,2,7,2,7,8,13,0,10,13,10
3015,1,1,2,2,5,4,0,2,1,4,5,10,9,13,9,6,1,6,3
3016,0,0,0,4,4,6,6,6,6,8,0,9,4,9,7,2,5,0,14
3017,0,0,0,4,3,1,2,0,0,8,0,8,6,12,2,2,5,0,14
3018,1,1,1,0,1,3,5,5,5,9,9,3,0,3,3,1,16,4,0
3019,1,1,1,2,5,4,3,1,1,4,4,10,9,13,9,6,1,6,3
3020,1,1,1,0,1,4,3,1,8,0,4,4,5,5,8,16,8,15,4
3021,1,2,3,3,2,2,4,8,7,5,6,1,3,4,5,3,17,2,13
3022,1,1,2,2,5,0,0,2,1,4,5,10,9,13,9,6,1,6,3
3023,0,2,3,3,0,2,4,8,2,7,6,6,13,1,10,14,6,11,2
3024,0,0,2,2,3,1,2,0,0,2,7,7,2,10,6,13,12,14,17
3025,1,1,1,0,1,3,5,5,5,9,9,3,0,3,3,11,3,17,15
3026,0,0,0,4,4,6,6,6,6,3,8,9,4,9,7,15,0,8,1
3027,0,0,0,4,4,6,6,6,6,3,0,8,6,9,7,2,5,0,14
3028,1,1,1,0,1,3,5,4,7,5,1,1,10,6,1,11,3,17,15
3029,1,1,2,2,5,4,3,1,1,4,5,10,9,13,9,6,1,6,3
3030,0,0,0,4,4,6,6,6,6,3,8,9,4,7,12,12,15,12,12
3031,0,2,3,3,2,2,4,8,2,7,6,6,13,1,10,14,6,2,2
3032,1,2,3,3,2,2,4,8,2,7,6,6,3,4,5,3,17,2,13
3033,1,1,2,2,5,4,3,1,1,4,5,10,9,13,9,6,1,6,3
3034,1,1,1,0,1,3,5,5,5,9,9,3,10,6,1,11,3,17,15
3035,1,2,3,3,2,2,4,8,2,7,6,6,3,4,5,3,17,2,13
3036,1,1,1,0,1,3,5,5,5,9,9,3,0,3,3,1,16,4,0
3037,0,0,0,4,4,6,6,6,6,1,3,0,11,14,15,9,9,5,9
3038,1,2,3,3,2,2,4,8,2,7,6,6,3,4,5,3,6,2,16
3039,1,1,1,0,1,4,3,1,8,0,4,4,5,5,8,16,8,15,4
3040,1,2,1,3,2,2,4,4,7,5,1,1,3,4,5,11,17,17,13
3041,0,0,0,4,4,6,6,6,6,8,0,8,6,12,2,2,5,0,14
3042,0,0,0,4,4,6,6,6,6,8,0,8,6,9,7,2,5,0,14
3043,1,1,2,2,5,0,0,2,1,4,5,10,9,13,9,6,1,6,3
3044,1,1,2,2,5,0,0,2,4,6,11,5,12,0,14,4,7,1,19
3045,1,2,1,3,2,4,3,1,8,0,4,4,5,5,4,8,2,16,8
3046,1,1,1,0,1,4,3,1,8,0,4,4,5,5,8,16,8,15,4
3047,1,1,2,2,3,1,2,0,0,2,7,7,2,10,6,13,12,14,18
3048,0,2,3,1,0,5,1,8,2,7,6,6,13,1,10,14,4,11,2
3049,0,2,3,3,3,1,2,0,0,2,7,2,7,8,13,0,10,3,16
3050,1,1,1,0,1,4,3,1,8,0,4,4,5,5,8,16,8,15,4
3051,0,0,3,1,0,5,1,3,3,1,2,12,1,2,0,5,11,10,6
3052,1,2,1,3,2,2,4,8,2,7,6,6,3,4,4,8,2,2,8
