,indobert-base-p1,indobert-large-p1,bert-base-multilingual-uncased,fasttext,n_cluster
0,0.3459689153188222,0.3458099052046534,0.5669162589661734,0.3366441763176049,2
1,0.3889318818729527,0.4219257055001398,0.5054917647927284,0.4526650537715767,3
2,0.4540257573683377,0.407196181232397,0.4403238910563624,0.40965891368631,4
3,0.4452959399392706,0.3956237894983769,0.4738100497753279,0.4166645455285704,5
4,0.4520534562142305,0.4251507946164861,0.4616847773433933,0.4392466780026473,6
5,0.445819320304311,0.4646758980214721,0.5091497560059056,0.4605961543778461,7
6,0.4791700517384504,0.4120547961368152,0.4692067612548499,0.4775669842002705,8
7,0.5415452107476688,0.4227983066139683,0.5465910250587469,0.5252091992631367,9
8,0.512419197557516,0.4663172303901141,0.5405561451346806,0.4994721082389726,10
9,0.5067567276747906,0.4988268483690056,0.5282402369651515,0.5977809294072938,11
10,0.5303096298115729,0.4867075461640663,0.5242501594471832,0.598674993323564,12
11,0.4998262020330258,0.4773126725449911,0.5257559281242911,0.593399346706358,13
12,0.5525985606705122,0.5116887956010115,0.523910532350645,0.5713861545287791,14
13,0.5572769287835161,0.5171754325514871,0.5735907303743094,0.6010399890630417,15
14,0.5473938395719453,0.5338071413278143,0.5023772669342306,0.6135541253441075,16
15,0.5729304176610007,0.5245841669989717,0.5524082816518433,0.5908489148888716,17
16,0.5448308000605345,0.5095634907748237,0.5330401633856386,0.5943896096010467,18
17,0.5708891310251851,0.5265506592357839,0.57747973961129,0.6055490887694943,19
18,0.5730502374766931,0.5211606540578217,0.5809787356222862,0.5914814108238717,20
