,n_cluster2,n_cluster3,n_cluster4,n_cluster5,n_cluster6,n_cluster7,n_cluster8,n_cluster9,n_cluster10,n_cluster11,n_cluster12,n_cluster13,n_cluster14,n_cluster15,n_cluster16,n_cluster17,n_cluster18,n_cluster19,n_cluster20
3286,0,2,0,3,4,1,4,2,1,3,6,8,3,11,13,6,13,3,6
3287,0,1,3,4,0,5,1,0,9,10,0,9,10,5,8,10,15,4,17
3288,1,0,2,1,1,6,6,6,0,6,5,2,13,8,7,1,0,1,15
3289,0,1,1,0,3,4,7,5,5,5,10,0,0,3,12,2,2,7,5
3290,0,1,3,3,4,1,4,2,6,3,6,4,3,1,1,6,13,6,6
3291,1,0,2,1,1,6,6,6,0,6,1,10,13,0,0,13,12,17,10
3292,1,0,2,1,5,0,3,1,4,8,5,2,9,0,14,16,16,0,19
3293,1,0,2,1,1,6,6,6,0,6,1,10,1,12,6,9,9,14,0
3294,0,1,1,0,3,4,7,8,2,0,7,7,4,9,8,5,15,2,17
3295,0,1,1,3,4,1,4,2,7,3,6,4,12,1,9,6,7,11,8
3296,1,0,2,1,5,0,3,1,4,2,5,5,7,4,4,7,3,15,14
3297,1,0,2,2,2,3,2,3,3,2,2,5,7,4,4,15,3,5,0
3298,0,1,1,0,3,4,7,5,5,5,10,0,0,3,2,2,11,9,11
3299,0,1,3,4,0,5,1,0,6,7,4,7,10,9,8,10,15,2,17
3300,0,1,1,3,4,1,4,2,7,3,6,6,12,13,9,8,7,11,8
3301,0,1,1,0,3,2,0,4,7,4,3,6,12,13,9,8,7,11,8
3302,1,0,2,1,1,6,6,6,0,6,1,10,13,0,0,13,12,17,10
3303,1,0,2,1,1,6,6,6,0,2,2,5,7,4,4,15,3,15,0
3304,0,1,3,4,0,5,5,8,2,0,7,3,4,6,3,10,17,4,4
3305,1,0,2,1,5,0,3,1,4,8,5,2,9,14,14,16,16,0,19
3306,0,1,1,0,3,4,7,5,5,5,10,0,0,3,2,2,11,9,11
3307,1,2,0,2,2,3,2,3,3,2,2,5,7,4,4,15,3,15,0
3308,0,1,1,0,3,4,7,5,5,5,10,0,0,3,2,2,11,9,11
